R,No. Pedido,INFO,OT,MP,ML UV,ML TOTAL,ANCHO,M2,Cve,Cliente,Sku item,Descripcion,ABCD,F.Pedido,F.Lib,F. Soli. Clie,F. Venci. Ped,"F. Emb.
Plan",F. MODIFICADA,F. PT ENTREGA,Dias Lib,Dias Venci.,C.Orded.,C.Surtida,C.XSurtir,Existencia,U/M,Total,Vend,VENDEDORES,Nota
*,I0ETI29776-1,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0248A,PLANTILLA UNIFICADA 30X40 C/40 NJA,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,1.00,0.00,1.00,22.00,MI,"1,234.13",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-10,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0532A,PLANTILLA 1 UP OFERTA SUPER,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,5.00,0.00,5.00,6.00,CJ,"1,234.40",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-11,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0526A,KIT R 12UP OFERTA RIEL SUPER,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,3.00,0.00,3.00,83.00,CJ,"1,671.30",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-12,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0530A,PLANTILLA 1UP PRECIO NORMAL SUPER,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,3.00,0.00,3.00,-35.00,CJ,740.64,79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-13,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0537A,KIT 24UP ADHESIVA PRECIO LINEA HIPER-S,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,59.00,0.00,59.00,-148.00,CJ,"82,798.83",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-14,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0539A,PLANTILLA 1UP REMATES UNICOS,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,2.00,0.00,2.00,-5.00,CJ,493.76,79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-15,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0538A,KIT R 12UP RIEL REMATES UNICOS,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,2.00,0.00,2.00,54.00,CJ,"1,114.20",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-16,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0338A,ETIQ. 1115 NARANJA,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,1.00,0.00,1.00,10.00,CJ,473.20,79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-2,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742B0045A,ETIQ. 1115 BLANCA,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,1.00,0.00,1.00,65.00,CJ,406.93,79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-3,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0461A,KIT ETIQ. R24UP ANAQUEL ADHESIVA MERCADO,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,5.00,0.00,5.00,4.00,CJ,"7,016.85",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-4,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0504A,KIT R 6UP MERCADO NVO DISEÑO,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,1.00,0.00,1.00,-2.00,CJ,534.55,79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-5,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0420B,PLANTILLA 1 UP A SOLO CON PUNTOS P-382,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,1.00,0.00,1.00,-8.00,CJ,246.88,79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-6,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0533A,PLANTILLA 1 UP OFERTA HIPER,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,120.00,0.00,120.00,-504.00,CJ,"29,625.60",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-7,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0527A,KIT R 12UP OFERTA RIEL HIPER,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,119.00,0.00,119.00,-322.00,CJ,"66,294.90",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-8,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0531A,PLANTILLA 1 UP PRECIO NORMAL HIPER,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,61.00,0.00,61.00,-214.00,CJ,"15,059.68",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29776-9,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0529A,KIT R 12UP RIEL PRECIO NORMAL HIPER,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,37.00,0.00,37.00,-63.00,CJ,"20,612.70",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29777-1,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0248A,PLANTILLA UNIFICADA 30X40 C/40 NJA,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,1.00,0.00,1.00,22.00,MI,"1,234.13",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-1,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0248A,PLANTILLA UNIFICADA 30X40 C/40 NJA,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,1.00,0.00,1.00,22.00,MI,"1,234.13",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-10,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0532A,PLANTILLA 1 UP OFERTA SUPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,5.00,0.00,5.00,6.00,CJ,"1,234.40",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-11,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0526A,KIT R 12UP OFERTA RIEL SUPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,3.00,0.00,3.00,83.00,CJ,"1,671.30",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-12,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0530A,PLANTILLA 1UP PRECIO NORMAL SUPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,3.00,0.00,3.00,-35.00,CJ,740.64,79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-13,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0537A,KIT 24UP ADHESIVA PRECIO LINEA HIPER-S,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,59.00,0.00,59.00,-148.00,CJ,"82,798.83",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-14,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0539A,PLANTILLA 1UP REMATES UNICOS,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,2.00,0.00,2.00,-5.00,CJ,493.76,79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-15,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0538A,KIT R 12UP RIEL REMATES UNICOS,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,2.00,0.00,2.00,54.00,CJ,"1,114.20",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-16,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0338A,ETIQ. 1115 NARANJA,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,1.00,0.00,1.00,10.00,CJ,473.20,79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-17,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0569A,ETIQ. 6UP PRECIO MERCADO OFERTA AMARILLA,E, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,2.00,0.00,2.00,16.00,CJ,"1,069.10",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-18,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0589A,KIT R 12UP RIEL MERCADO BCA LISA,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,9.00,0.00,9.00,10.00,CJ,"4,158.00",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-19,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0588A,KIT R 12UP RIEL LISA AMARILLA,E, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,36.00,0.00,36.00,-57.00,CJ,"16,920.00",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-2,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742B0045A,ETIQ. 1115 BLANCA,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,1.00,0.00,1.00,65.00,CJ,406.93,79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-3,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0461A,KIT ETIQ. R24UP ANAQUEL ADHESIVA MERCADO,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,5.00,0.00,5.00,4.00,CJ,"7,016.85",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-4,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0504A,KIT R 6UP MERCADO NVO DISEÑO,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,1.00,0.00,1.00,-2.00,CJ,534.55,79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-5,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0420B,PLANTILLA 1 UP A SOLO CON PUNTOS P-382,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,1.00,0.00,1.00,-8.00,CJ,246.88,79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-6,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0533A,PLANTILLA 1 UP OFERTA HIPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,120.00,0.00,120.00,-504.00,CJ,"29,625.60",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-7,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0527A,KIT R 12UP OFERTA RIEL HIPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,119.00,0.00,119.00,-322.00,CJ,"66,294.90",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-8,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0531A,PLANTILLA 1 UP PRECIO NORMAL HIPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,61.00,0.00,61.00,-214.00,CJ,"15,059.68",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29778-9,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0529A,KIT R 12UP RIEL PRECIO NORMAL HIPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,37.00,0.00,37.00,-63.00,CJ,"20,612.70",79,Jaime Blasques,"TULTITLAN, EMBARCAR  17 FEBRERO, CITA 20 DE FEBRERO"
*,I0ETI29779-1,RETENIDOS,,,,,,,CT3727P,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS,03727B0001C,PLANTILLA 32UP PAPEL BOND120 GRS C/50 HO,E, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,160.00,0.00,160.00,0.00,PQ,"3,768.00",117,Mayra Velazquez,
*,I0ETI29780-1,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742B0042A,PLANTILLA UNIFICADA 30X40 C/40 BCA,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,1.00,0.00,1.00,27.00,MI,"1,234.13",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29780-10,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0529A,KIT R 12UP RIEL PRECIO NORMAL HIPER,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,33.00,0.00,33.00,-63.00,CJ,"18,384.30",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29780-11,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0532A,PLANTILLA 1 UP OFERTA SUPER,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,19.00,0.00,19.00,6.00,CJ,"4,690.72",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29780-12,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0526A,KIT R 12UP OFERTA RIEL SUPER,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,4.00,0.00,4.00,83.00,CJ,"2,228.40",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29780-2,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0423B,PLANTILLA TE REGALA PUNTOS 1UP RED 032,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,2.00,0.00,2.00,2.00,CJ,470.36,79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29780-3,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0420B,PLANTILLA 1 UP A SOLO CON PUNTOS P-382,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,5.00,0.00,5.00,-8.00,CJ,"1,234.40",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29780-4,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0406B,PANTILLA DOBLABLE DE PUNTOS 2UP RED 032,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,1.00,0.00,1.00,-1.00,CJ,246.88,79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29780-5,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0421B,PLANTILLA 2 UP DOBLABLE A SOLO P-382,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,4.00,0.00,4.00,-3.00,CJ,987.52,79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29780-6,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0533A,PLANTILLA 1 UP OFERTA HIPER,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,293.00,0.00,293.00,-504.00,CJ,"72,335.84",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29780-7,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0527A,KIT R 12UP OFERTA RIEL HIPER,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,135.00,0.00,135.00,-322.00,CJ,"75,208.50",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29780-8,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0534A,PLANTILLA 1UP HIPER COMPARA Y AHORRA,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,1.00,0.00,1.00,10.00,CJ,246.88,79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29780-9,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0531A,PLANTILLA 1 UP PRECIO NORMAL HIPER,C, 06/02/24, 06/02/24, 06/03/24, 14/02/24,06/03/2024,,,8,-22,125.00,0.00,125.00,-214.00,CJ,"30,860.00",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-1,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742B0042A,PLANTILLA UNIFICADA 30X40 C/40 BCA,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,1.00,0.00,1.00,27.00,MI,"1,234.13",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-10,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0529A,KIT R 12UP RIEL PRECIO NORMAL HIPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,33.00,0.00,33.00,-63.00,CJ,"18,384.30",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-11,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0532A,PLANTILLA 1 UP OFERTA SUPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,19.00,0.00,19.00,6.00,CJ,"4,690.72",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-12,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0526A,KIT R 12UP OFERTA RIEL SUPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,4.00,0.00,4.00,83.00,CJ,"2,228.40",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-13,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0536A,PLANTILLA 1UP COMPARA Y AHORRA SUPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,1.00,0.00,1.00,54.00,CJ,246.88,79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-14,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0530A,PLANTILLA 1UP PRECIO NORMAL SUPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,9.00,0.00,9.00,-35.00,CJ,"2,221.92",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-15,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0537A,KIT 24UP ADHESIVA PRECIO LINEA HIPER-S,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,49.00,0.00,49.00,-148.00,CJ,"68,765.13",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-16,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0539A,PLANTILLA 1UP REMATES UNICOS,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,6.00,0.00,6.00,-5.00,CJ,"1,481.28",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-17,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0338A,ETIQ. 1115 NARANJA,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,2.00,0.00,2.00,10.00,CJ,946.40,79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-18,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0538A,KIT R 12UP RIEL REMATES UNICOS,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,3.00,0.00,3.00,54.00,CJ,"1,671.30",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-19,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0589A,KIT R 12UP RIEL MERCADO BCA LISA,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,8.00,0.00,8.00,10.00,CJ,"3,696.00",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-2,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0423B,PLANTILLA TE REGALA PUNTOS 1UP RED 032,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,2.00,0.00,2.00,2.00,CJ,470.36,79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-20,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0588A,KIT R 12UP RIEL LISA AMARILLA,E, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,21.00,0.00,21.00,-57.00,CJ,"9,870.00",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-3,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0420B,PLANTILLA 1 UP A SOLO CON PUNTOS P-382,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,5.00,0.00,5.00,-8.00,CJ,"1,234.40",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-4,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0406B,PANTILLA DOBLABLE DE PUNTOS 2UP RED 032,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,1.00,0.00,1.00,-1.00,CJ,246.88,79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-5,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0421B,PLANTILLA 2 UP DOBLABLE A SOLO P-382,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,4.00,0.00,4.00,-3.00,CJ,987.52,79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-6,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0533A,PLANTILLA 1 UP OFERTA HIPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,293.00,0.00,293.00,-504.00,CJ,"72,335.84",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-7,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0527A,KIT R 12UP OFERTA RIEL HIPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,135.00,0.00,135.00,-322.00,CJ,"75,208.50",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-8,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0534A,PLANTILLA 1UP HIPER COMPARA Y AHORRA,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,1.00,0.00,1.00,10.00,CJ,246.88,79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29782-9,RETENIDO,,,,,,,NE0742P,TIENDAS SORIANA,00742I0531A,PLANTILLA 1 UP PRECIO NORMAL HIPER,C, 06/02/24, 06/02/24, 06/03/24, 06/03/24,06/03/2024,,,8,-22,125.00,0.00,125.00,-214.00,CJ,"30,860.00",79,Jaime Blasques,"SALINAS, EMBARCAR 17 FEBRERO, CITA 20  FEBRERO"
*,I0ETI29784-1,RETENIDO,,,,,,,NO1979P,PAPELERIA DANY,PL5165100,ETIQ. LASER 8 1/2 X 11 C/100,A, 07/02/24, 07/02/24, 14/02/24, 14/02/24,14/02/2024,,,7,0,10.00,0.00,10.00,120.00,PQ,"1,810.00",72,Arturo Castro,URGENTE
